article,candidate,score,publishedAt
way would blow economy robert reichif,Donald Trump,0.0,2024-10-08T15:45:34Z
way would blow economy robert reichif win november hell make inflation explodethats nobelwinning economist telling u way ha proposed blowing u economy crazy tariff,Donald Trump,-0.2023,2024-10-08T15:45:34Z
tim walz rebuff fox news host minnesota abortion law,Donald Trump,0.0,2024-10-06T17:07:37Z
voter say economy top issue election abortion rank high especially among voter compared supporter,Donald Trump,0.4404,2024-10-06T17:07:37Z
elon musk seizing people twitter account promote mike masnicktechdirt,Donald Trump,0.3818,2024-10-08T23:15:00Z
mike masnick techdirt elon musk seizing people twitter account promote everyaccusationaprojection dept quickly think wed congressional hearing election interference mark,Donald Trump,0.3818,2024-10-08T23:15:00Z
youre losing nikki haley slam turning woman voter,Donald Trump,-0.6369,2024-10-03T19:11:12Z
former united nation ambassador nikki haley warned republican presidential nominee wa putting campaign jeopardy alienating many independent woman votersduring thursday interview fox news host john robert noted,Donald Trump,-0.34,2024-10-03T19:11:12Z
appears little clue factchecker shame latest accusation,Donald Trump,-0.5908,2024-10-04T19:11:18Z
former president completely made accusation president joe biden robbing federal emergency management agency relief fund hurricane helene ravaged area washington post factchecker glenn kessler wrote four pinocchios rev,Donald Trump,-0.197,2024-10-04T19:11:18Z
foulmouthed migrant rant captured private pitch donor david smiththe guardian,Donald Trump,-0.34,2024-10-04T14:15:05Z
david smith guardian foulmouthed migrant rant captured private pitch donor republican nominee claim threat democracy recording topdollar fundraiser colorado august unleashed foul,Donald Trump,-0.7003,2024-10-04T14:15:05Z
spent raised second month row bill allisonbloomberg,Donald Trump,0.0,2024-10-03T01:10:05Z
bill allison bloomberg spent raised second month row gop nominee ha million cash hand start october ha outraised since got race july campaign spent r,Donald Trump,0.7906,2024-10-03T01:10:05Z
open letter lila rose prolifers planning vote,Donald Trump,0.0,2024-10-08T23:31:21Z
prolife leader election today would vote based policy statement position,Donald Trump,0.0,2024-10-08T23:31:21Z
due respect lying abby phillip clash republican bogus claim,Donald Trump,-0.0772,2024-10-05T02:57:01Z
abby phillip clashed republican guest refused acknowledge former president lying government response hurricane helene moved lying haitian immigrant eating ohioan pet claim,Donald Trump,-0.8402,2024-10-05T02:57:01Z
accountability road heal political divide,Donald Trump,0.0,2024-10-05T14:30:04Z
new ad walz campaign show america place hope change america cant heal unless crew answer election crimesthe peaceful transfer power one foundation democracy keep,Donald Trump,0.7269,2024-10-05T14:30:04Z
doe need democracy issue,Donald Trump,0.0,2024-10-08T00:00:00Z
despite special prosecutor overwrought brief support charge acted unlawfully january democracy problem disappearing campaign issue supreme court part deciding v united state tha,Donald Trump,0.63,2024-10-08T00:00:00Z
debate u vice presidential candidate defend,Donald Trump,0.0,2024-10-02T05:50:09Z
u vice presidential contender jd vance tim walz faced surprisingly civil debate tuesday despite tense moment hot topic migration abortion threat war middle east republican vance democrat walz dug poli,Donald Trump,-0.552,2024-10-02T05:50:09Z
unconstitutional pitch truth social fit jack smith latest filing,Donald Trump,0.5859,2024-10-02T22:05:28Z
former president reacted special counsel jack smith massive new filing federal election conspiracy case longwinded rant truth social accusing plot interfere presidential electionthe release fal,Donald Trump,-0.3612,2024-10-02T22:05:28Z
maria bartiromo factchecked air republican fema lie,Donald Trump,0.0,2024-10-08T19:40:31Z
republican especially j enablers fox news repeated lie fema funding american suffering gotten bad fema set hurricane rumor response page interview fox news sunday house speake,Donald Trump,-0.765,2024-10-08T19:40:31Z
watch blast bidens refusal back israeli strike iranian nuclear site,Donald Trump,-0.128,2024-10-03T21:40:29Z
former president blasted bidenharris administration declaration would support israeli strike iran nuclear site payback tehran massive ballistic missile attack jewish state post watch blast,Donald Trump,-0.2263,2024-10-03T21:40:29Z
msnbc host stunned key impeachment witness gordon sondland back expresident,Donald Trump,-0.1027,2024-10-04T03:08:43Z
biden policy becoming existential threat country way life ally well sondland said,Donald Trump,-0.3182,2024-10-04T03:08:43Z
fundraising email show erratic mood swing election draw near columnist,Donald Trump,0.0,2024-10-07T12:57:26Z
former president fundraising email growing unstable election draw closer chauncey devega wrote salonits common email political party use overwrought dramatic language wrote som,Donald Trump,0.2263,2024-10-07T12:57:26Z
vance draw ire backing federal fund lansing gm ev plant,Donald Trump,0.0258,2024-10-05T11:41:02Z
gov gretchen whitmer say comment made michigan wednesday vice presidential candidate u sen jd vance rohio middle finger michigan auto worker whitmer wa responding comment reported detroit news vance wa asked wh,Donald Trump,0.0,2024-10-05T11:41:02Z
v crypto voter prefer ahead election,Donald Trump,0.0,2024-10-04T12:30:52Z
recent survey conducted blockchain software technology company consensys reveals importance procrypto voter shaping regulatory landscape u presidential election approach amid ongoing regulatory scrutiny u secur,Donald Trump,0.3612,2024-10-04T12:30:52Z
tim walz go fox news attack economic agenda,Donald Trump,-0.4767,2024-10-06T18:20:29Z
minnesota gov tim walz democratic vice presidential nominee went fox news sunday morning lay case democratic ticket attack republican economic policy minute interview fox news sunday host shannon bream wa,Donald Trump,-0.4767,2024-10-06T18:20:29Z
tim walz oddly highlight inflation saying hasnt grocery store since doesnt know food price,Donald Trump,0.34,2024-10-03T21:55:58Z
york pa democratic vicepresidential candidate tim walz took aim wednesday bizarrely suggesting former prez hasnt inside grocery store decade doesnt actually know high price grocery bidenharris,Donald Trump,0.0,2024-10-03T21:55:58Z
lie donna brazile clash reince priebus eric violent rhetoric,Donald Trump,-0.5994,2024-10-06T14:39:15Z
democratic strategist donna brazile clashed former republican national committee chair reince priebus defended eric assertion democrat blame assassination attempt father former president,Donald Trump,-0.743,2024-10-06T14:39:15Z
campaign get significant donation ben horowitz,Donald Trump,0.2023,2024-10-05T21:52:13Z
ben horowitz firm originally backed republican president joe biden wa democratic candidate,Donald Trump,0.0258,2024-10-05T21:52:13Z
trafficking nazi race science slammed vile trifecta antisemitism,Donald Trump,-0.6249,2024-10-07T20:56:32Z
oneyear anniversary hamas terror attack israel took deep dive antisemitic nazi rhetoricthe expresidentwin losenear end final white house run told rightwing political commentator host hugh hewit,Donald Trump,-0.7579,2024-10-07T20:56:32Z
renter think better candidate housing survey find,Donald Trump,0.4404,2024-10-02T17:24:05Z
close third think would better according redfin read,Donald Trump,0.4404,2024-10-02T17:24:05Z
blast appointing union buster president,Donald Trump,0.0,2024-10-02T19:22:04Z
vice president warned want pull u back time worker freedom organize,Donald Trump,0.5267,2024-10-02T19:22:04Z
theyre terrified tx republican fear dem surge new voter added since,Donald Trump,-0.6908,2024-10-03T09:10:04Z
texas typically viewed one safest state country republican new voter data show democrat may make lone state state competitive decade according san antonio expressnews texas ha,Donald Trump,0.5719,2024-10-03T09:10:04Z
liz cheney stupid warhawk want shoot missile people,Donald Trump,-0.6705,2024-10-04T23:48:57Z
liz cheney stupid warhawk want shoot missile people mocked campaign rolling liz cheney frequently boasting dick cheney endorsement rally michigan thursday liz week,Donald Trump,-0.8316,2024-10-04T23:48:57Z
psaki call republican follow liz cheney endorsing,Donald Trump,0.0,2024-10-05T03:20:19Z
liz cheney opposed returning white house went far make campaign,Donald Trump,0.0,2024-10-05T03:20:19Z
michael moore warns move center could cost presidency,Donald Trump,-0.1027,2024-10-04T19:58:11Z
oscarwinning filmmaker argued friday vice president could lose election abandoning progressive position,Donald Trump,-0.7783,2024-10-04T19:58:11Z
elon musk attend rally increase hostility towards,Donald Trump,-0.296,2024-10-04T09:52:15Z
spacex ceo elon musk ha announced attend upcoming rally butler pennsylvania former president wa shot assassination attempt mark first time musk attend republican rally signaling signific,Donald Trump,-0.3612,2024-10-04T09:52:15Z
joe backing minute behavior someone want win,Donald Trump,0.6369,2024-10-08T11:12:54Z
vp sat lengthy minute interview aired monday backed interview program morning joe panel discusses,Donald Trump,0.0258,2024-10-08T11:12:54Z
scare hell j expert warns disinformation ramp midoctober,Donald Trump,-0.8481,2024-10-04T17:19:29Z
greensboro nc denver riggleman served senior technical advisor january th committee said belief significant risk violence vote count nov election supporter republican nominee dona,Donald Trump,-0.5106,2024-10-04T17:19:29Z
fact check bidenharris let migrant murderer,Donald Trump,-0.6808,2024-10-07T15:45:12Z
former president ha said bidenharris administration released migrant convicted homicide federal record custody newly released statistic regarding migrant criminal conviction deploye,Donald Trump,-0.25,2024-10-07T15:45:12Z
accurate poll leading betting market,Donald Trump,0.0,2024-10-08T13:17:47Z
going steadily strong u election till latest poll survey also going quite strongly favor especially jd vance strong appearance vp debate democrat pick tim walz meanwhile musk endors,Donald Trump,0.8995,2024-10-08T13:17:47Z
return power could boost xrp solana etf analyst say,Donald Trump,0.4019,2024-10-02T16:00:39Z
potential return presidency could substantially impact approval cryptocurrency exchangetraded fund etf particularly xrp solana regulatory environment digital asset criticized,Donald Trump,0.5233,2024-10-02T16:00:39Z
wa tim walzs performance similar bidens debate disaster hamper chance u election,Donald Trump,-0.4767,2024-10-03T23:57:44Z
united state vp tim walz ha par time clearly reflects bidens disaster first u presidential debate walz performance vp debate jd vance ha something disaster,Donald Trump,0.0258,2024-10-03T23:57:44Z
could monte carlo id rather butler,Donald Trump,0.0,2024-10-06T01:21:04Z
former president rallied supporter saturday butler pennsylvania site assassination attempt life speaking public service suggested honored run president protect nation,Donald Trump,0.5574,2024-10-06T01:21:04Z
politics roundup court republican return site shooting,Donald Trump,0.0,2024-10-04T19:54:05Z
vice president traveled birthplace republican party wisconsin week campaign onetime senior republican congressperson liz cheney republican nominee ha upped frequency campaign event hell,Donald Trump,-0.128,2024-10-04T19:54:05Z
abortion fan flame electoral gain fight calming compromise,Donald Trump,0.7003,2024-10-03T00:06:54Z
democrat like say border control walz want issue abortion compromise,Donald Trump,0.4215,2024-10-03T00:06:54Z
gosh seem remember lot less world war iii wa president,Donald Trump,-0.5606,2024-10-02T13:06:35Z
election cycle seems going since munsters wa primetime hit television ive checked rechecked calendar kid nearing end thing given amount proharris antitrump b w,Donald Trump,0.0,2024-10-02T13:06:35Z
klobuchar bidenharris strong keeping tariff would tax,Donald Trump,0.5106,2024-10-01T01:17:02Z
monday broadcast msnbcs reidout sen amy klobuchar dmn stated bidenharris administration ha strong chinese steel dumping keeping tariff place republican presidential candidate former president,Donald Trump,0.5267,2024-10-01T01:17:02Z
vp job still available campaign put cheeky post targeting jd vance,Donald Trump,0.0,2024-10-05T00:05:30Z
could facing immense challenge jd vance doe stand running mate november even though vance proved worth dominant display vp debate still strong rumor may end running,Donald Trump,0.6705,2024-10-05T00:05:30Z
key impeachment witness gordon sondland surprise msnbc host endorses expresident,Donald Trump,0.5423,2024-10-04T11:33:15Z
u presidential election gordon sondland former administration official key witness impeachment ha shifted stance support citing dissatisfaction bidenharris administration policy,Donald Trump,0.2263,2024-10-04T11:33:15Z
surrounded disaster mayhem entering final week presidential race,Donald Trump,-0.6249,2024-10-03T00:14:05Z
deadly hurricane massive labor strike war raging around globe among crisis engulfing bidenharris administration one month election former president flipping script democrat month wa,Donald Trump,-0.9169,2024-10-03T00:14:05Z
gov shapiro iran attacked israel year unprecedented attack today wa chaos,Donald Trump,-0.8689,2024-10-01T23:01:53Z
tuesday broadcast cnns situation room pennsylvania gov josh shapiro said iran ha using hezbollah one proxy attack israel better part last year launched unprecedented attack israel today,Donald Trump,-0.1027,2024-10-01T23:01:53Z
michael moore dems frightened group people shocking believe win,Donald Trump,-0.2023,2024-10-08T15:30:21Z
liberal documentary filmmaker michael moore said monday cnns news central wa frightened democrat think former president win host brianna keilar said know youve heard thinking youre aware,Donald Trump,0.2263,2024-10-08T15:30:21Z
former dem rep endorses say bidenharris admin ha made world dramatically less safe place,Donald Trump,0.7512,2024-10-07T22:31:31Z
former democratic representative peter deutsch publicly endorsed former president monday citing dissatisfaction president joe biden,Donald Trump,-0.296,2024-10-07T22:31:31Z
alex mcfarland evangelicals madeup group,Donald Trump,0.0,2024-10-01T20:33:02Z
new group evangelicals want think former president like rev billy graham,Donald Trump,0.4215,2024-10-01T20:33:02Z
kaine face controversial gop challenger cao highstakes u senate race,Donald Trump,-0.0772,2024-10-07T10:02:02Z
morning monday april forever etched virginia democratic u rep tim kaines memory tragic day seunghui cho undergraduate student virginia tech blacksburg killed people wounded others mass shooting,Donald Trump,-0.8176,2024-10-07T10:02:02Z
u election trade war could affect everyday american business,Donald Trump,-0.5994,2024-10-04T14:26:10Z
u election former president current republican nominee ha reemphasized tariff primary solution various economic challenge facing united state proposed measure include significant tariff import particu,Donald Trump,0.8225,2024-10-04T14:26:10Z
biden head hurricaneravaged southeast wake visit,Donald Trump,0.0,2024-10-02T13:53:39Z
president biden vice president travel stormravaged southeast wednesday two day visited death toll devastation hurricane helene soar,Donald Trump,-0.7717,2024-10-02T13:53:39Z
joe biden accuses lying white house response hurricane helene financial time,Donald Trump,-0.7003,2024-10-01T02:33:17Z
joe biden accuses lying white house response hurricane helenefinancial time biden angrily responds hurricane responsepolitico biden visit north carolina day helenes path destruction leaf many devastatedfo,Donald Trump,-0.9062,2024-10-01T02:33:17Z
beyond pissed jack smith seeing new evidence,Donald Trump,-0.6369,2024-10-03T14:25:39Z
taking release new evidence election fraud case well page motion special counsel jack smith wa released public wednesday detailed former president effort overturn,Donald Trump,0.0,2024-10-03T14:25:39Z
gofundme victim hurricane helene raise million usa today,Donald Trump,-0.2732,2024-10-02T01:52:44Z
gofundme victim hurricane helene raise millionusa today slam u response helene disasterresponse record marked politicsthe associated press enormous devastation hurricane helene becomes p,Donald Trump,-0.7579,2024-10-02T01:52:44Z
call increasingly unstable unhinged pennsylvania rally,Donald Trump,-0.3612,2024-10-15T01:36:27Z
monday campaign rally deployed new showandtell approach lambasting former president,Donald Trump,0.0,2024-10-15T01:36:27Z
pretaped fox news town hall allwomen audience,Donald Trump,0.0,2024-10-11T15:55:16Z
former president fox news town hall next week focused issue impacting woman allfemale audience network said town hall pre tape oct air next day part faulkers et,Donald Trump,0.3818,2024-10-11T15:55:16Z
claimed minute interview violated campaign finance law thats false,Donald Trump,-0.5267,2024-10-14T10:30:47Z
former president backed minute interview skipping decadeslong tradition major party presidential candidate interview network ahead general post claimed minute interview vi,Donald Trump,0.4215,2024-10-14T10:30:47Z
biden administration didnt steal billion fema migrant claim pant fire,Donald Trump,0.0588,2024-10-10T11:00:12Z
arrived augusta georgia survey hurricane helenes devastation former president said bidenharris administration spending immigrant ha left federal emergency management agency broke post biden administration,Donald Trump,-0.7003,2024-10-10T11:00:12Z
cbs news aired different answer question minute interview,Donald Trump,0.0,2024-10-11T19:35:00Z
former u president claimed edits constituted giant fake news scam demanded cbs broadcast license revoked,Donald Trump,-0.8271,2024-10-11T19:35:00Z
florida begin milton recovery obama stump morning rundown,Donald Trump,0.0,2024-10-11T11:06:52Z
hurricane milton florida barrier island colorado tourist mine fisherprice infant swing recall barack obama vladimir putin apprentice movie,Donald Trump,-0.128,2024-10-11T11:06:52Z
shouldnt embrace tariff,Donald Trump,-0.2411,2024-10-11T11:17:38Z
entering home stretch presidential race former president doubling pledge institute big new tariff voter,Donald Trump,0.0,2024-10-11T11:17:38Z
release medical record look pressure,Donald Trump,-0.296,2024-10-12T09:01:16Z
campaign view release opportunity turn conversation towards physical health mental acuity opponent former president,Donald Trump,0.4215,2024-10-12T09:01:16Z
strategy win female voter call dumb,Donald Trump,0.128,2024-10-11T11:16:03Z
pdonald ha great respect woman earlier week referred six female host abc view dumb woman degeneratesp,Donald Trump,0.743,2024-10-11T11:16:03Z
biden updated hurricane milton misinformation spread,Donald Trump,-0.3182,2024-10-10T20:28:09Z
president biden slamming effort spread misinformation federal recovery effort hurricane helene hurricane milton cbs news caitlin hueyburns ha former president latest campaign stop detroit discussed,Donald Trump,-0.2732,2024-10-10T20:28:09Z
sen warnock reminds medium central park five,Donald Trump,0.0,2024-10-15T13:51:58Z
georgia senator raphael warnock reassured democrat black men would vote significance hit voting booth toxic masculinity white nationalism bring misogynistic male persuasion lead,Donald Trump,0.5859,2024-10-15T13:51:58Z
bidenharris admins medicare shock senior,Donald Trump,-0.3818,2024-10-14T13:01:00Z
finally beat medicare president joe biden claimed calamitous june debate former president white house later clarified read post bidenharris admins medicare shock senior appeared first,Donald Trump,-0.3818,2024-10-14T13:01:00Z
let make military great video slam wokeness bidenharris,Donald Trump,0.3612,2024-10-11T18:51:50Z
former president campaign played video rally week pennsylvania slammed wokeness united state military bidenharris administration called making military great post let make,Donald Trump,0.8519,2024-10-11T18:51:50Z
sol may pump x yearend win standard chartered,Donald Trump,0.5859,2024-10-09T07:06:06Z
standard chartered expects solana price skyrocket five time win next month anticipating administration friendly solana ecosystem compared government,Donald Trump,0.7906,2024-10-09T07:06:06Z
called retarded railed jew supporting report sebastian murdockhuffpost,Donald Trump,-0.2023,2024-10-12T21:45:04Z
sebastian murdock huffpost called retarded railed jew supporting report said used slur tower dinner also suggested donor need provide help campaign,Donald Trump,0.2263,2024-10-12T21:45:04Z
would embolden putin evil ambition,Donald Trump,-0.6597,2024-10-10T16:03:20Z
outcome fall presidential election profoundly impact wellbeing daily freedom american people election consequence enormous country share value interest around worldstartin,Donald Trump,0.8957,2024-10-10T16:03:20Z
wrest alaska away,Donald Trump,0.0,2024-10-10T12:35:01Z
bloomberg state ha also become unlikely talking point democratic fundraiser strategist small tantalizing presidential election prize poll last month showed trailing former president percen,Donald Trump,0.6908,2024-10-10T12:35:01Z
scared hiding journalist exobama adviser,Donald Trump,-0.6249,2024-10-10T14:37:54Z
episode pod save america jon favreau jen psaki criticized medium strategy continues medium blitz,Donald Trump,0.1779,2024-10-10T14:37:54Z
border patrol union unanimously endorses,Donald Trump,0.34,2024-10-14T16:00:23Z
allow border czar win election every city every community great country going go hell post border patrol union unanimously endorses first appeared legal insurrection,Donald Trump,0.7964,2024-10-14T16:00:23Z
ha incredible momentum campaign begin spectacularly implode,Donald Trump,0.34,2024-10-13T23:34:04Z
witnessing surge poll ultimately decide election time hillary clinton enormous lead last several week campaign poll dramatically tightened,Donald Trump,0.0,2024-10-13T23:34:04Z
radical bernie sandersfounded group rally million defeat key state,Donald Trump,-0.4588,2024-10-09T01:43:02Z
u general election week away nation largest progressive organizing group launching massive voter outreach campaign swing state block former president return power also pushing potential harriswa,Donald Trump,-0.2023,2024-10-09T01:43:02Z
take divergent path tied race washington post,Donald Trump,0.0,2024-10-12T11:45:01Z
washington post take divergent path tied race say winning say could lose poll show dead heat aspiring member potential second administration gathered thursday washington,Donald Trump,-0.5574,2024-10-12T11:45:01Z
hear vance hammer abc raddatz criticizing aurora co venezuelan gang problem,Donald Trump,-0.6369,2024-10-13T18:25:25Z
sunday broadcast abc week sen jd vance roh republican vicepresidential nominee responded host martha raddatzs criticism former president attack bidenharris immigration policy attributing,Donald Trump,-0.7184,2024-10-13T18:25:25Z
big mad fox news interviewing charisma madarangrolling stone,Donald Trump,-0.4939,2024-10-15T02:20:05Z
charisma madarang rolling stone big mad fox news interviewing network announced vice president would sit interview raged social medium republican presidential nominee inc,Donald Trump,-0.7351,2024-10-15T02:20:05Z
pressure release medical record turn,Donald Trump,-0.296,2024-10-12T16:16:37Z
ha previously said ha aced cognitive test one occasion feel sharper year ago,Donald Trump,0.5859,2024-10-12T16:16:37Z
pledge form bipartisan council adviser,Donald Trump,0.0,2024-10-12T02:08:21Z
new york time bipartisan council proposal latest effort campaign court republican voter disaffected former president also dovetail vice president attempt counter image california l,Donald Trump,0.0,2024-10-12T02:08:21Z
v analyst tell panicky dems gop creating fake poll desperate unhinged trumpian kevin manahannew jersey online,Donald Trump,-0.6908,2024-10-12T17:00:06Z
kevin manahan new jersey online v analyst tell panicky dems gop creating fake poll desperate unhinged trumpian poll seem indicate former president ha momentum swing state day remai,Donald Trump,-0.5106,2024-10-12T17:00:06Z
battle swing state tied ha edge top issue wsj poll show aaron zitnerwall street journal,Donald Trump,0.1531,2024-10-11T11:05:03Z
aaron zitner wall street journal battle swing state tied ha edge top issue wsj poll show voter prefer republican economy border security still ha path electoral college win washingtonvoters th,Donald Trump,0.8481,2024-10-11T11:05:03Z
evangelicals campaign threatened legal action use billy graham image,Donald Trump,-0.3612,2024-10-10T10:48:42Z
evangelicals campaign ha threatened legal action using footage late evangelist billy graham advert attacking republican presidential nominee,Donald Trump,-0.4767,2024-10-10T10:48:42Z
economist say inflation deficit higher wall street journal,Donald Trump,-0.4019,2024-10-14T16:40:01Z
wall street journal economist say inflation deficit higher wsj survey economist see plan inflationary larger margin july president biden wa ticket washingtonmost,Donald Trump,-0.4019,2024-10-14T16:40:01Z
nearly economist surveyed wall street journal deem worse inflation,Donald Trump,-0.4767,2024-10-14T18:30:38Z
wall street journal published survey monday reported came inflation wa one definitive candidate whose economic policy plan would make worse former president fifty economist responded survey whi,Donald Trump,-0.4767,2024-10-14T18:30:38Z
disgusting taoiseach condemns former adviser call israel drop napalm irish peacekeeper lebanon,Donald Trump,-0.7351,2024-10-09T14:05:00Z
taoiseach simon ha described despicable call former adviser israel drop burning chemical napalm irish peacekeeper lebanon,Donald Trump,0.4404,2024-10-09T14:05:00Z
giant vote sign spark unifying frenzy upstate new york democratic owner tell glenn beck,Donald Trump,-0.1027,2024-10-09T21:46:18Z
man responsible foot vote sign tower city upstate new york appeared glenn beck program wednesday explain host glenn beck sign victory american matter political p,Donald Trump,0.34,2024-10-09T21:46:18Z
address womens issue georgia town hall hosted fox news,Donald Trump,0.0,2024-10-11T16:07:28Z
former president take part town hall hosted fox news anchor faulkner focused policy issue crucial female voter week ahead election scheduled air october faulkner focus event promise,Donald Trump,0.5994,2024-10-11T16:07:28Z
fox news channel faulkner present town hall womens issue featuring former president october th lindsey burstinerfox news,Donald Trump,0.0,2024-10-11T20:35:00Z
lindsey burstiner fox news fox news channel faulkner present town hall womens issue featuring former president october th onehour town hall feature allfemale audience cumming georgia air faulkner,Donald Trump,0.0,2024-10-11T20:35:00Z
dont even start gop strategist shut cnn obamas diaperthemed jab,Donald Trump,0.0,2024-10-11T13:32:14Z
republican strategist tried raise ruckus former president barack obamas diaperthemed jab former president found shut instead political analyst scott jennings attempted disparage obamas suggestion tru,Donald Trump,-0.4588,2024-10-11T13:32:14Z
extremist movement expert dismiss reported support among key voting bloc,Donald Trump,0.4019,2024-10-12T12:33:09Z
former president reported success key voting bloc ha political expert raising skeptical eyebrow according new report narrative ha garnering surging support among black men doesnt hold clo,Donald Trump,0.836,2024-10-12T12:33:09Z
never see,Donald Trump,0.0,2024-10-15T04:00:00Z
october renowned lawyer professor alan dershowitz posted video show dershow titled winning losing argued poll beginning trend favor,Donald Trump,0.25,2024-10-15T04:00:00Z
desantis rip butting milton response role process,Donald Trump,0.0,2024-10-10T16:40:52Z
ive dealing storm florida president biden neither ever politicized desantis told cnbcs squawk box,Donald Trump,0.0,2024-10-10T16:40:52Z
gaining momentum black voter new poll say,Donald Trump,0.4215,2024-10-12T17:29:14Z
republican gaining steam black voter vice president falling behind key group wa polling democrat four year ago new survey show,Donald Trump,0.296,2024-10-12T17:29:14Z
leaked gop factsheet show party debunking fema claim,Donald Trump,0.1027,2024-10-09T17:48:13Z
fox news obtained fact sheet assembled majority side house appropriation committee debunked several false claim made supporter senior congressional correspondent chad pergram reported tuesday continues,Donald Trump,0.2732,2024-10-09T17:48:13Z
ups rhetoric armed man arrested outside coachella rally call exprez increasingly unstable unhinged,Donald Trump,-0.6808,2024-10-15T02:50:38Z
increasingly unstable unhinged vice president told supporter erie pa rally,Donald Trump,-0.1027,2024-10-15T02:50:38Z
excbs news reporter say precedent releasing full interview transcript came,Donald Trump,0.0,2024-10-09T23:45:35Z
two version answer question israel went viral social medium prompting accusation wa deceptively edited cbs,Donald Trump,-0.25,2024-10-09T23:45:35Z
oddly inaccurate exgop lawmaker get brutal factcheck fellow cnn panelist,Donald Trump,-0.6249,2024-10-09T03:10:04Z
cnn panelist sparred tuesday night discussion legendary investigative journalist bob woodward new book revealed seven phone call former president russian president vladimir putin maga leader le,Donald Trump,0.0,2024-10-09T03:10:04Z
lawrence odonnell campaigning obama could resist making fun,Donald Trump,0.5106,2024-10-11T18:18:51Z
msnbcs lawrence odonnell show masterfully president barack obama ridiculed first speech president campaign,Donald Trump,-0.3612,2024-10-11T18:18:51Z
longtime democrat donor bill ackman sound alarm list bidenharris democrat policy destroy america within,Donald Trump,-0.7096,2024-10-13T18:00:40Z
renowned hedge fund manager longtime democrat donor bill ackman broke silence unexpected decision endorse election post longtime democrat donor bill ackman sound alarm list bidenharris democra,Donald Trump,-0.4404,2024-10-13T18:00:40Z
called retarded railed jew supporting report,Donald Trump,-0.2023,2024-10-12T16:57:19Z
said used slur tower dinner also suggested donor need provide help campaign,Donald Trump,0.4019,2024-10-12T16:57:19Z
campaign influence operation say former state dept official expert agree,Donald Trump,0.3612,2024-10-11T15:19:22Z
prominent former u state department official worked fight russian disinformation ha labeled presidential campaign influence operation several expert echoing assessmentrichard stengel nbc newsmsnbc analyst spent,Donald Trump,0.2732,2024-10-11T15:19:22Z
release health record refuse,Donald Trump,-0.296,2024-10-12T23:39:14Z
vice president kamalaharris released healthrecords per tradition presidential candidate former president,Donald Trump,0.0,2024-10-12T23:39:14Z
billionaire buying presidency,Donald Trump,0.0,2024-10-09T09:47:32Z
evil man source fascination ordinary person wonder impels extreme conduct lust wealth common motive undoubtedly craving power revenge society let u grant well wealth ha gained,Donald Trump,0.8555,2024-10-09T09:47:32Z
extraordinary campaign make unprecedented request threat life,Donald Trump,-0.5267,2024-10-11T18:01:02Z
campaign asked military aircraft vehicle transport former president final week presidential racecampaign manager susie wile sent email past two week secret service acting director ronald l row,Donald Trump,0.0,2024-10-11T18:01:02Z
ha ridiculous freakout dangerous detail medical report,Donald Trump,-0.7184,2024-10-15T10:36:40Z
scaremongered vice president suffers deeply serious condition clearly impact functioning,Donald Trump,-0.1851,2024-10-15T10:36:40Z
electoral college map projector flip three swing state,Donald Trump,0.0,2024-10-15T11:03:17Z
favorite win november presidential election according latest data published canada study released election analysis website monday gave percent chance winning compared percent,Donald Trump,0.9042,2024-10-15T11:03:17Z
lie egregious gop closing campaign message given scathing rebuke,Donald Trump,0.0,2024-10-09T16:27:04Z
bulwark ab stoddard delivered scathing rebuke closing message republican chosen presidential campaign sum latest column well lie youshe single recent falsehood former presiden,Donald Trump,0.2732,2024-10-09T16:27:04Z
rebrands mass deportation plan bash immigration policy,Donald Trump,0.0,2024-10-11T22:08:46Z
former president branded mass deportation plan city promised program would begin aurora colorado rally friday appearing first time one two city said mass deportation undoc,Donald Trump,0.3612,2024-10-11T22:08:46Z
neither friend free speech,Donald Trump,-0.652,2024-10-09T04:21:22Z
last week vice presidential debate democratic candidate minnesota gov tim walz asked republican opponent sen jd vance rohio whether lost bid reelection vance want choose contr,Donald Trump,-0.25,2024-10-09T04:21:22Z
video empathy man vp late show part,Donald Trump,0.0,2024-10-09T21:37:03Z
democratic nominee president united state return seventh visit late show sits fourpart interview stephen colbert watch stephen discus devastation hurricane helene crude cynicism,Donald Trump,-0.7506,2024-10-09T21:37:03Z
man talk eugene robinson reacts obama trashing rally,Donald Trump,0.0,2024-10-11T10:54:04Z
former president barack obama campaigned vp first time thursday night pittsburgh criticized relentlessly mocked morning joe panel discusses obamas appearance,Donald Trump,-0.5859,2024-10-11T10:54:04Z
stock performed biden v,Donald Trump,0.0,2024-10-12T13:11:58Z
stock performed biden v marketwatch truth election result stock market performance morningstar average stock market return democratic republican president white house,Donald Trump,0.3182,2024-10-12T13:11:58Z
end roe collide closely divided battle white woman,Donald Trump,-0.4404,2024-10-14T10:21:17Z
erie pa dr theresa wheeling always registered republican voted third party large part felt would hypocritical vote kid chosen job related v,Donald Trump,-0.0772,2024-10-14T10:21:17Z
detroit say u end like detroit,Donald Trump,0.3612,2024-10-11T00:22:50Z
sought court business leader worker swingstate michigan economic club detroit thursday detroit spoke known motor city auto manufacturing heavy region industry worker pi,Donald Trump,0.0,2024-10-11T00:22:50Z
would presidency mean tech industry,Donald Trump,0.0,2024-10-11T16:49:15Z
